x,y
38.07947176588889,107.43816808188177
95.1207163345817,287.68468597535514
73.46740023932911,223.33292545097416
60.26718993550662,173.65805562625619
16.445845403801215,67.99528132285121
16.443457513284063,54.06870174897007
6.750277604651747,8.337797841928756
86.75143843171858,266.819851381494
60.510386162577674,171.78434178545982
71.09918520180851,221.16840164285006
3.0378649352844422,20.699550595927366
97.02107536403744,282.85640290859527
83.41182143924175,259.8692256101685
22.02157195714934,70.192525140813
19.00067175350296,65.22261686045378
19.15704647548995,76.43906925300932
31.119982052994235,90.90606499895401
52.950886731591545,151.31529855119976
43.76255684556946,122.39252624045315
29.83168487960615,81.33695178916408
61.573436577515565,183.94929263840567
14.809892204552142,47.84119636182287
29.922320204986598,92.53386860826
37.269822486075476,120.08129994858668
46.150928437486556,138.58280423123873
78.73242017790835,250.73260130529823
20.767704433677615,59.656544968653286
51.909209402947546,182.92931987473884
59.64904231734221,185.20380042967668
5.598590859279775,8.2241970136765
61.146940338242395,172.73189603411606
17.88188824504186,58.470388887557434
7.4401077055426725,20.08569526336951
94.93966818807999,291.9590095051609
96.59757127438138,294.5250900688796
81.03133746352965,242.3657232640202
31.156763148163698,85.00235226380705
10.669539286632004,16.860145613037368
68.73906962470353,201.7520593534404
44.57509688022053,142.2892785838963
13.081785249633104,41.38629319020136
50.02251410101575,137.61015451592738
4.404463590406621,14.945200029731684
91.02271980579943,276.9213332146867
26.619218178401674,71.0190801731937
66.58970615104421,201.30636951258793
31.859396532851683,96.16027678301504
52.48673409660327,146.03049931150358
55.12431765498469,168.9508265684369
19.300591097027176,63.50961855476387
96.9888781486913,301.79714687782666
77.73814951275034,243.75246905860004
94.01039521485473,268.25449196499324
89.58790769233724,259.3854726778605
60.19209790229743,185.72664637897887
92.26554926728856,281.9345073109878
9.76075770314003,34.432749972480565
20.402303379495375,99.73422504503333
5.477501602143269,22.141409913361475
33.20770274556317,110.97876463849549
39.47905167925872,127.97717267270818
27.863554145615694,90.10457494990506
83.04501340604101,245.9823477717196
36.31857934266534,116.54543023292868
28.812516459050695,78.70929723177636
54.7269122326666,161.81255063059973
14.951498272501501,40.00085933921347
80.41750109464992,242.07124467781298
8.380513724297312,48.288126839627026
98.70180672345121,277.43276824443615
77.45223216036908,239.21929838485238
20.67285247188307,45.891398703752685
1.5466895952366375,-0.07924987218442237
81.73068141702858,256.0815502207594
70.9788770409141,213.57943131369694
73.17170963605774,208.73768112888015
77.35576432190862,224.9142558731262
8.330420521674945,31.787239054371593
36.48810712588299,102.16065506047761
12.471036892987842,39.577696574783275
86.44723916168375,259.7974358840894
62.70651455592824,181.60354019172655
33.75890446041227,122.71615427449007
7.29227667831634,28.21602025812913
31.787249849850557,75.1103236829756
33.19314888064796,101.44398978963817
73.23101165546834,213.07517031872112
64.1181896641661,200.8789023404605
88.83406151505633,258.57697716084203
47.74927759103298,142.10046835842994
12.83983034789187,43.56936383348018
71.6112339350765,223.49125374693074
76.31771981307284,216.95019536866076
56.56644255938013,166.3543153197309
77.32575081550154,227.22779933489505
49.88576404007468,143.12399979448693
52.750550108817414,175.9061927292632
43.326560817496414,134.0294995620988
3.5164935476654238,-2.05935890035418
11.681251272337141,44.22237328755918
4.111489382986691,33.5560301190864
64.00463071511426,202.33854475085423
32.12124212655634,81.17002672012889
51.34849842530557,149.2031545472542
90.84908091868321,285.21635424791583
25.67993068573862,69.96309740102805
41.62790938052734,129.3219224230443
75.79956271576182,235.14502868157885
23.651018383670625,61.68375043523105
8.621011073050507,25.26777965853352
29.685393838463035,56.643508114698385
16.960907438146435,40.63884590109641
93.04006758191473,276.59452123181256
81.00391757687729,230.53392091098337
63.706971894531925,207.44502872291213
87.27459842858406,247.52238150614585
80.56353561301233,237.29016197206715
19.470435829717548,59.71871326201356
89.3633408505078,282.50275544218454
54.394881949649424,148.82602433715388
80.93657536124219,254.44136360527617
89.71303869242583,269.24144668747334
32.48234402221452,87.63194555616406
11.895140528239999,40.306456327352706
23.565581091652227,72.68734023069138
43.28367107399937,123.84884445041018
81.98346182632682,246.64840632888064
86.212327742378,254.7838472585164
1.6882609225878795,6.199956220276119
51.56398295517901,161.3132556107475
42.32368931172912,142.83123609664088
22.988673236602295,56.587864721538395
12.866671366034598,59.930347844666464
34.423901968959164,83.75082791165246
94.3480606873394,281.5263311116624
32.99709027005477,104.87444287501008
52.36027155259325,159.89073333513008
70.59887693062261,205.56963559366187
36.9993306355501,108.91676940307755
97.20642618937511,286.68926922153696
96.282282199269,282.9531990283649
25.926447286711053,86.2753628303434
50.22760208334616,154.25296110968895
30.786952671860195,85.43176206297404
29.199208943369293,96.59362558444039
4.651807788098747,17.028418573062336
61.34686906400979,192.16922838041899
50.765223299657286,158.591958318208
6.096396373748946,9.999239012026116
28.585999959424534,80.15618947630391
90.91832271069872,280.2279041833288
24.71662717603027,80.25358418242546
15.344592337031086,45.824761071451775
49.45582326747874,149.54074363552405
98.57939495694947,308.51483382873266
24.96347187963854,68.97470175055732
67.54141919318198,208.09523139124633
76.40034191754305,227.1790992282902
24.52611685524757,71.4015385334705
73.0934185125741,230.26802405759423
37.41053013920607,120.4857539074985
63.59827722876437,198.92992804629947
63.71944136532858,204.21311216752903
54.04169372340109,162.33511958653085
9.938687235386421,36.635591419108906
83.69494706333455,247.9821736240691
32.75722643220185,101.51334282148996
19.46533252958557,57.09456704507987
5.036739013921627,16.080176691692063
59.49840137563594,184.44677438127695
68.07887182238596,196.05440863482318
2.642195063857759,28.85045794842788
51.69721277162882,145.03146449988944
23.42308174459586,58.12735910591025
64.87210625053554,206.1974274866073
18.262276471494154,62.70345635411182
69.40283607214413,214.44970638695395
39.286799283753204,124.14385294390242
93.73626888493672,281.086338926341
14.614573470453331,34.87117669650168
34.76556875397559,105.05475184386404
12.233878602818319,29.930018693333835
92.54466820957772,287.3852019629107
87.85659598471712,262.09921413912997
26.536221143800404,71.3536914634761
66.33842055738373,195.80140325562124
81.90499781992037,249.84430800251735
55.96488034834677,162.25739551700056
53.43540725724464,152.0840178160696
24.943376799144716,77.26700251235327
10.217174012784023,33.1011877494393
89.82436003737935,264.4036483584268
90.14138765916971,265.7137799213259
63.67704427005353,193.35163218373694
34.56394931382137,89.21100452649087
35.57174788665343,92.64060591619473
72.8696122081537,211.42439441193676
89.81391573530513,267.3072756887969
88.82155600224661,269.5737436627199
78.20767903990476,249.37659928920982
